two_theta_deg,intensity
20.0,32.45758686419918
20.02,12.400155215720472
20.04,24.924147679243347
20.06,9.511612712983514
20.08,21.328614663558227
20.099999999999998,11.413492028457666
20.119999999999997,8.353556574939027
20.139999999999997,11.023682425047753
20.159999999999997,19.479606863791975
20.179999999999996,0.0
20.199999999999996,15.941629889104437
20.219999999999995,15.06714527657038
20.239999999999995,11.142473109224953
20.259999999999994,22.177269903749288
20.279999999999994,21.56382953624875
20.299999999999994,43.04634285967627
20.319999999999993,13.56043700807653
20.339999999999993,32.309233980324194
20.359999999999992,16.377180396854417
20.379999999999992,18.04161536377853
20.39999999999999,7.384752835844779
20.41999999999999,29.49838770704796
20.43999999999999,17.087216878304815
20.45999999999999,11.590357394213045
20.47999999999999,17.789050272213068
20.49999999999999,31.1199855081705
20.51999999999999,14.34649713734673
20.53999999999999,28.301122940289453
20.559999999999988,27.544215692606866
20.579999999999988,27.927609764120128
20.599999999999987,14.26188067689984
20.619999999999987,26.655387392973537
20.639999999999986,25.510705962475463
20.659999999999986,26.518182221881478
20.679999999999986,25.82601811927788
20.699999999999985,24.50435009037472
20.719999999999985,34.60428343001624
20.739999999999984,14.781174683749157
20.759999999999984,21.79096897470393
20.779999999999983,8.79470081159689
20.799999999999983,16.96582261691088
20.819999999999983,18.216157987613567
20.839999999999982,18.108783316110024
20.85999999999998,15.221860939951366
20.87999999999998,26.512603152597464
20.89999999999998,8.29072859548615
20.91999999999998,21.158387652072488
20.93999999999998,25.768293811256864
20.95999999999998,31.605276407712253
20.97999999999998,13.02208903896561
20.99999999999998,35.97224732918245
21.01999999999998,27.734338656289463
21.039999999999978,26.451686810380092
21.059999999999977,20.000971924756808
21.079999999999977,21.445408885314095
21.099999999999977,28.334707689468893
21.119999999999976,25.837634859606236
21.139999999999976,19.602386792214894
21.159999999999975,45.96019105802971
21.179999999999975,24.06821536993738
21.199999999999974,13.32843747635475
21.219999999999974,19.306426127671582
21.239999999999974,17.918565900680377
