two_theta_deg,intensity
20.018994002961207,28.59228631029729
20.038994002961207,43.459356798579805
20.058994002961207,25.16710640358389
20.078994002961206,31.45773479811259
20.098994002961206,32.44052680437729
20.118994002961205,16.616649549226892
20.138994002961205,32.09108433334679
20.158994002961204,13.046765810082787
20.178994002961204,20.72997494697642
20.198994002961204,37.744530560341246
20.218994002961203,30.55593485928148
20.238994002961203,23.94465114850118
20.258994002961202,31.455082909775555
20.278994002961202,26.3905798953753
20.2989940029612,27.118303278988925
20.3189940029612,33.561705614890656
20.3389940029612,19.72083124576331
20.3589940029612,27.398847227823822
20.3789940029612,23.873761964238163
20.3989940029612,11.141357123322244
20.4189940029612,17.793766489769343
20.4389940029612,42.68130793271903
20.458994002961198,30.847382247633874
20.478994002961198,13.765157960390818
20.498994002961197,11.598375324544255
20.518994002961197,25.881144429663017
20.538994002961196,42.61549935254561
20.558994002961196,25.13688950821343
20.578994002961196,40.07528947446853
20.598994002961195,30.525410984750824
20.618994002961195,31.719403446430917
20.638994002961194,13.650475624951456
20.658994002961194,36.38367804752109
20.678994002961193,23.659882834736884
20.698994002961193,35.64086838991465
20.718994002961193,18.868970952658408
20.738994002961192,28.781877442250334
20.75899400296119,30.532112980651345
20.77899400296119,25.472436032744916
20.79899400296119,31.0588931733491
20.81899400296119,24.350128824990566
20.83899400296119,20.52414667510199
20.85899400296119,43.0702089599895
20.87899400296119,37.50552102393826
20.89899400296119,19.407948443695997
20.91899400296119,32.70162879343684
20.938994002961188,19.590973347168255
20.958994002961187,15.171477931576849
20.978994002961187,37.35696757753452
20.998994002961187,9.978412027770869
21.018994002961186,36.2884888701351
21.038994002961186,24.493214392295535
21.058994002961185,24.905465608554
21.078994002961185,31.11892429878506
21.098994002961184,32.83386703176822
21.118994002961184,18.758900303149666
21.138994002961184,34.20002767318873
21.158994002961183,28.156902839160644
21.178994002961183,14.463061766791895
21.198994002961182,25.325263463992755
21.218994002961182,40.83718343189959
21.23899400296118,43.79071261197599
21.25899400296118,34.198606940027005
21.27899400296118,15.12203160245209
21.29899400296118,31.931866019264266
21.31899400296118,35.5347229388784
21.33899400296118,34.283497038741544
21.35899400296118,34.87624980210116
21.37899400296118,30.65961382651553
21.398994002961178,26.3031221784922
21.418994002961178,20.94381955928032
21.438994002961177,8.048374708457896
21.458994002961177,30.424369364289934
21.478994002961176,28.888688370832526
21.498994002961176,32.60411303816078
21.518994002961175,13.653098796048212
21.538994002961175,33.4788701897073
21.558994002961175,47.57430826394909
21.578994002961174,27.813499105437867
21.598994002961174,26.412471549408924
21.618994002961173,30.119261715247983
21.638994002961173,47.35270828875259
21.658994002961172,16.792946791528223
21.678994002961172,29.061566594279427
21.69899400296117,19.032982379465697
21.71899400296117,21.55955523177318
21.73899400296117,26.533731700292186
21.75899400296117,40.502886040708795
21.77899400296117,45.03956498899859
21.79899400296117,31.511072303533364
21.81899400296117,23.263682025381705
21.83899400296117,51.95698284916274
21.85899400296117,22.75400083110708
21.878994002961168,21.318124502583736
21.898994002961167,9.279977748054538
21.918994002961167,40.99023498559696
21.938994002961167,36.711672873619705
21.958994002961166,51.207156531117825
21.978994002961166,13.13373843698523
21.998994002961165,41.61053739825171
22.018994002961165,27.730028452448774
22.038994002961164,35.08950596913755
22.058994002961164,10.550549515488271
22.078994002961164,41.70894287769438
22.098994002961163,34.893082494080545
22.118994002961163,26.638591573971276
22.138994002961162,33.47858235704141
22.158994002961162,19.37225265234232
22.17899400296116,21.232541619269796
22.19899400296116,22.39221978742881
22.21899400296116,8.49909739797372
22.23899400296116,35.6436576970625
22.25899400296116,38.94169229236338
22.27899400296116,20.011984710199734
22.29899400296116,30.507113092850396
22.31899400296116,24.369321587446613
22.338994002961158,30.30709603620488
22.358994002961158,20.7482007728418
22.378994002961157,18.189325088155265
22.398994002961157,37.54391567452764
22.418994002961156,26.38403783617691
22.438994002961156,47.243396783692155
22.458994002961155,27.48495723220612
22.478994002961155,17.76061421804357
22.498994002961155,39.29032715820966
22.518994002961154,33.32843054950867
