two_theta_deg,intensity
20.033966092941178,11.179852816814577
20.053966092941177,23.63934706522639
20.073966092941177,25.222888707652334
20.093966092941177,12.43414576858087
20.113966092941176,20.91425000051019
20.133966092941176,22.972440366682005
20.153966092941175,23.051025370990196
20.173966092941175,28.50393216332196
20.193966092941174,20.37042716675476
20.213966092941174,41.76566388548206
20.233966092941174,31.870418353533623
20.253966092941173,18.91829401955323
20.273966092941173,27.93558763099941
20.293966092941172,28.231655558982666
20.313966092941172,39.1397330004484
20.33396609294117,20.989696058525766
20.35396609294117,34.66789562956036
20.37396609294117,27.414027930101692
20.39396609294117,41.912109074792355
20.41396609294117,39.90630539571888
20.43396609294117,28.968117098188344
20.45396609294117,24.376417251920103
20.47396609294117,32.06620819857609
20.493966092941168,25.19654070313305
20.513966092941168,43.80499014281171
20.533966092941167,27.787484212538978
20.553966092941167,22.947207695652416
20.573966092941166,22.408319995517697
20.593966092941166,14.8749380884413
20.613966092941165,32.57169455749748
20.633966092941165,18.806786841576955
20.653966092941165,37.98916323987462
20.673966092941164,14.079098290007776
20.693966092941164,28.281617697205462
20.713966092941163,38.512181438780104
20.733966092941163,5.488200126283175
20.753966092941162,47.19403940507307
20.773966092941162,22.759231469293937
20.79396609294116,28.423723020124974
20.81396609294116,32.72793349765097
20.83396609294116,34.27539013807119
20.85396609294116,29.753583588111606
20.87396609294116,36.98922096911353
20.89396609294116,32.20669948954196
20.91396609294116,44.6254072945008
20.93396609294116,32.24046116603669
20.953966092941158,46.66411709301066
20.973966092941158,36.029112770576646
20.993966092941157,8.961371905862134
21.013966092941157,53.13043506812333
21.033966092941156,21.276488649597496
21.053966092941156,41.975877670043474
21.073966092941156,27.28886607055367
21.093966092941155,37.63231467857796
21.113966092941155,20.137089803167758
21.133966092941154,33.279777502334625
21.153966092941154,24.49086613174404
21.173966092941154,42.8132285748073
21.193966092941153,31.410291369642373
21.213966092941153,36.38343471280581
21.233966092941152,5.38362456157963
21.253966092941152,26.16903783163277
21.27396609294115,31.130638714523187
